mV','seconds'
6.8833,1.11675
6.8867,1.117
7.0183,1.11725
7.0233,1.1175
7.1333,1.11775
7.1367,1.118
7.2017,1.11825
7.1917,1.1185
7.2133,1.11875
7.2083,1.119
6.9267,1.11925
6.88,1.1195
6.96,1.11975
6.9633,1.12
7.0183,1.12025
7.02,1.1205
7.07,1.12075
7.0783,1.121
7.0683,1.12125
7.0667,1.1215
7.0167,1.12175
7.015,1.122
6.9633,1.12225
6.9617,1.1225
6.9233,1.12275
6.9217,1.123
6.9033,1.12325
6.9033,1.1235
6.895,1.12375
6.8967,1.124
6.9017,1.12425
6.9017,1.1245
6.9133,1.12475
6.915,1.125
6.9217,1.12525
6.9217,1.1255
6.925,1.12575
6.925,1.126
6.9317,1.12625
6.9333,1.1265
6.9383,1.12675
6.9383,1.127
6.95,1.12725
6.95,1.1275
6.9567,1.12775
6.955,1.128
6.95,1.12825
6.9483,1.1285
6.9333,1.12875
6.9317,1.129
6.9267,1.12925
6.9267,1.1295
6.9233,1.12975
6.9233,1.13
6.92,1.13025
6.9217,1.1305
6.9317,1.13075
6.9317,1.131
6.9417,1.13125
6.9417,1.1315
6.95,1.13175
6.95,1.132
6.9583,1.13225
6.9583,1.1325
6.9667,1.13275
6.9667,1.133
6.9767,1.13325
6.9767,1.1335
6.9867,1.13375
6.9867,1.134
6.995,1.13425
6.995,1.1345
7.0067,1.13475
7.0067,1.135
7.0133,1.13525
7.015,1.1355
7.0467,1.13575
7.05,1.136
7.1133,1.13625
7.1083,1.1365
6.925,1.13675
6.9283,1.137
6.9667,1.13725
6.97,1.1375
6.9983,1.13775
7,1.138
7.0183,1.13825
7.0167,1.1385
7.02,1.13875
7.02,1.139
7.0167,1.13925
7.015,1.1395
7.0033,1.13975
7.0033,1.14
6.9967,1.14025
6.9983,1.1405
6.9933,1.14075
6.995,1.141
7,1.14125
7,1.1415
7.0217,1.14175
7.0233,1.142
7.0167,1.14225
7.015,1.1425
7.005,1.14275
7.0033,1.143
6.9883,1.14325
6.9867,1.1435
6.9767,1.14375
6.975,1.144
6.9683,1.14425
6.9683,1.1445
6.9667,1.14475
6.9667,1.145
6.9683,1.14525
6.9683,1.1455
6.965,1.14575
6.9683,1.146
6.965,1.14625
6.9667,1.1465
6.965,1.14675
6.9667,1.147
6.9717,1.14725
6.9717,1.1475
6.9833,1.14775
6.9833,1.148
6.9933,1.14825
6.995,1.1485
7.0033,1.14875
7.005,1.149
7.0017,1.14925
7.0017,1.1495
6.995,1.14975
6.9967,1.15
6.995,1.15025
6.9967,1.1505
7.0017,1.15075
7,1.151
7.005,1.15125
7.0033,1.1515
7.0067,1.15175
7.0033,1.152
7.0067,1.15225
7.0017,1.1525
7.005,1.15275
7.0033,1.153
7.0083,1.15325
7.005,1.1535
7.0083,1.15375
7.005,1.154
7.0083,1.15425
7.005,1.1545
7.0067,1.15475
7.005,1.155
7.0033,1.15525
7.0033,1.1555
6.9967,1.15575
6.9967,1.156
6.9883,1.15625
6.99,1.1565
6.985,1.15675
6.9867,1.157
6.9783,1.15725
6.98,1.1575
6.975,1.15775
6.9767,1.158
6.9733,1.15825
6.9733,1.1585
6.9683,1.15875
6.9683,1.159
6.9633,1.15925
6.9633,1.1595
6.9683,1.15975
6.9683,1.16
6.9733,1.16025
6.9717,1.1605
6.9767,1.16075
6.9767,1.161
6.985,1.16125
6.9817,1.1615
6.9867,1.16175
6.985,1.162
6.9883,1.16225
6.9867,1.1625
6.9917,1.16275
6.9917,1.163
6.9883,1.16325
6.9883,1.1635
6.985,1.16375
6.9883,1.164
6.9817,1.16425
6.9817,1.1645
6.98,1.16475
6.9783,1.165
6.9733,1.16525
6.975,1.1655
6.97,1.16575
6.97,1.166
6.965,1.16625
6.9633,1.1665
6.9667,1.16675
6.965,1.167
6.9667,1.16725
6.9667,1.1675
6.9633,1.16775
6.965,1.168
6.9617,1.16825
6.9617,1.1685
6.9583,1.16875
6.9583,1.169
6.9567,1.16925
6.9567,1.1695
6.9583,1.16975
6.9583,1.17
6.9617,1.17025
6.9617,1.1705
6.965,1.17075
6.9633,1.171
6.9617,1.17125
6.9617,1.1715
6.9567,1.17175
6.9567,1.172
6.9533,1.17225
6.9533,1.1725
6.9567,1.17275
6.9533,1.173
6.9567,1.17325
6.955,1.1735
6.9583,1.17375
6.96,1.174
6.9583,1.17425
6.96,1.1745
6.9617,1.17475
6.9617,1.175
6.9567,1.17525
6.96,1.1755
6.9567,1.17575
6.9567,1.176
6.955,1.17625
6.9567,1.1765
6.9583,1.17675
6.9583,1.177
6.9683,1.17725
6.9683,1.1775
6.9767,1.17775
6.9733,1.178
6.9767,1.17825
6.9783,1.1785
6.975,1.17875
6.975,1.179
6.9667,1.17925
6.965,1.1795
6.9583,1.17975
6.96,1.18
6.955,1.18025
6.955,1.1805
6.9533,1.18075
6.9517,1.181
6.9567,1.18125
6.9583,1.1815
6.9517,1.18175
6.9517,1.182
6.9333,1.18225
6.9317,1.1825
6.8917,1.18275
6.8917,1.183
6.88,1.18325
6.89,1.1835
6.98,1.18375
6.985,1.184
7.0217,1.18425
7.0217,1.1845
7.005,1.18475
7,1.185
7.0067,1.18525
7.0067,1.1855
7.015,1.18575
7.0133,1.186
7.0167,1.18625
7.0167,1.1865
7.0217,1.18675
7.0183,1.187
7.0167,1.18725
7.0183,1.1875
7.0233,1.18775
7.025,1.188
7.0283,1.18825
7.0283,1.1885
7.0317,1.18875
7.0317,1.189
7.025,1.18925
7.025,1.1895
7.0183,1.18975
7.0167,1.19
7.005,1.19025
7.005,1.1905
6.9933,1.19075
6.9917,1.191
6.9833,1.19125
6.9833,1.1915
6.9817,1.19175
6.9817,1.192
6.9917,1.19225
6.9917,1.1925
7.0017,1.19275
7.0017,1.193
7.005,1.19325
7.0033,1.1935
7.0067,1.19375
7.0067,1.194
7.0133,1.19425
7.0133,1.1945
7.025,1.19475
7.025,1.195
7.0367,1.19525
7.0383,1.1955
7.055,1.19575
7.0567,1.196
7.085,1.19625
7.085,1.1965
7.115,1.19675
7.1333,1.197
7.0717,1.19725
7.055,1.1975
7.2867,1.19775
7.0217,1.198
7.215,1.19825
7.3283,1.1985
6.8517,1.19875
6.8683,1.199
6.7817,1.19925
6.79,1.1995
6.8817,1.19975
6.8833,1.2
6.9267,1.20025
6.9267,1.2005
6.9317,1.20075
6.9317,1.201
6.945,1.20125
6.945,1.2015
6.9117,1.20175
6.9083,1.202
6.855,1.20225
6.8667,1.2025
6.9817,1.20275
6.985,1.203
7.0733,1.20325
7.075,1.2035
7.0917,1.20375
7.0917,1.204
7.0867,1.20425
7.0867,1.2045
7.0667,1.20475
7.0667,1.205
7.0417,1.20525
7.04,1.2055
6.9733,1.20575
6.9683,1.206
6.8983,1.20625
6.8983,1.2065
6.9717,1.20675
6.9767,1.207
7.0667,1.20725
7.07,1.2075
7.1283,1.20775
7.13,1.208
7.1167,1.20825
7.1167,1.2085
7.09,1.20875
7.0883,1.209
7.0683,1.20925
7.0683,1.2095
7.0717,1.20975
7.0717,1.21
7.0767,1.21025
7.0783,1.2105
7.075,1.21075
7.0767,1.211
7.0683,1.21125
7.0683,1.2115
7.05,1.21175
7.0483,1.212
7.035,1.21225
7.0333,1.2125
7.0267,1.21275
7.0267,1.213
7.0333,1.21325
7.0333,1.2135
7.0417,1.21375
7.0433,1.214
7.0483,1.21425
7.05,1.2145
7.0517,1.21475
7.0517,1.215
7.0467,1.21525
7.0483,1.2155
7.0517,1.21575
7.05,1.216
7.0567,1.21625
7.0567,1.2165
7.0683,1.21675
7.0667,1.217
7.0717,1.21725
7.0717,1.2175
7.065,1.21775
7.065,1.218
7.0583,1.21825
7.0583,1.2185
7.06,1.21875
7.06,1.219
7.0633,1.21925
7.0633,1.2195
7.0617,1.21975
7.0633,1.22
7.0617,1.22025
7.0617,1.2205
7.0633,1.22075
7.065,1.221
7.0617,1.22125
7.0633,1.2215
7.06,1.22175
7.0617,1.222
7.065,1.22225
7.065,1.2225
7.0683,1.22275
7.0683,1.223
7.065,1.22325
7.0633,1.2235
7.0583,1.22375
7.0583,1.224
7.0517,1.22425
7.0533,1.2245
7.05,1.22475
7.05,1.225
7.0483,1.22525
7.0467,1.2255
7.0483,1.22575
7.0483,1.226
7.045,1.22625
7.0483,1.2265
7.0517,1.22675
7.0517,1.227
7.055,1.22725
7.055,1.2275
7.0533,1.22775
7.0517,1.228
7.055,1.22825
7.055,1.2285
7.0517,1.22875
7.0533,1.229
7.05,1.22925
7.0517,1.2295
7.045,1.22975
7.045,1.23
7.035,1.23025
7.035,1.2305
7.03,1.23075
7.0283,1.231
7.03,1.23125
7.0283,1.2315
7.0317,1.23175
7.0317,1.232
7.03,1.23225
7.03,1.2325
7.0333,1.23275
7.035,1.233
7.0317,1.23325
7.0317,1.2335
7.0367,1.23375
7.0333,1.234
7.0383,1.23425
7.0383,1.2345
7.04,1.23475
7.0383,1.235
7.0333,1.23525
7.0317,1.2355
7.0433,1.23575
7.045,1.236
7.095,1.23625
7.0983,1.2365
7.1383,1.23675
7.0917,1.237
6.9283,1.23725
6.9333,1.2375
6.9667,1.23775
6.9683,1.238
6.995,1.23825
6.995,1.2385
7.02,1.23875
7.0217,1.239
7.055,1.23925
7.0567,1.2395
7.1133,1.23975
7.115,1.24
7.2017,1.24025
7.195,1.2405
7.2483,1.24075
7.2417,1.241
7.0167,1.24125
7.0217,1.2415
7.1617,1.24175
7.1433,1.242
7.175,1.24225
7.18,1.2425
7.2267,1.24275
7.2283,1.243
7.2,1.24325
7.1967,1.2435
7.1133,1.24375
7.11,1.244
7.02,1.24425
7.0167,1.2445
6.9467,1.24475
6.945,1.245
6.9083,1.24525
6.9067,1.2455
6.8883,1.24575
6.8867,1.246
6.8817,1.24625
6.88,1.2465
6.8767,1.24675
6.8767,1.247
6.87,1.24725
6.87,1.2475
6.8767,1.24775
6.8767,1.248
6.88,1.24825
6.8817,1.2485
6.8867,1.24875
6.8883,1.249
6.895,1.24925
6.895,1.2495
6.9067,1.24975
6.9067,1.25
